Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HasPool,PoolArea,PoolQuality,PoolType
703,2862,4,4,3,2019,Urban,Fair,No,543844,Yes,20,Medium,Indoor
704,1376,3,2,1,2000,Urban,Fair,Yes,616695,No,0,None,None
705,4312,5,3,3,1933,Suburban,Good,No,170283,Yes,22,Medium,Outdoor
706,3948,1,3,3,1983,Urban,Good,No,63338,Yes,26,Medium,Outdoor
707,1812,5,4,1,1924,Suburban,Poor,Yes,650577,No,0,None,None
708,1960,2,1,1,1967,Downtown,Poor,Yes,514736,No,0,None,None
709,3209,4,3,1,1973,Urban,Good,No,724255,No,0,None,None
710,2824,4,2,2,1973,Rural,Good,No,228982,No,0,None,None
711,2233,2,3,3,1987,Downtown,Excellent,No,967461,Yes,17,Low,Indoor
712,2105,3,4,2,1984,Rural,Poor,No,159367,No,0,None,None
713,3063,3,1,1,1910,Rural,Poor,Yes,378042,Yes,30,Low,Indoor
714,3921,4,3,3,1990,Rural,Good,No,970958,No,0,None,None
715,4017,4,3,2,1915,Downtown,Excellent,No,691774,No,0,None,None
716,2897,1,4,3,1989,Downtown,Good,No,398684,No,0,None,None
717,4235,3,1,2,1960,Urban,Good,No,544775,Yes,27,Medium,Indoor
718,3370,2,1,1,1993,Rural,Fair,Yes,788497,No,0,None,None
719,1660,3,4,2,2012,Suburban,Poor,Yes,493853,No,0,None,None
720,742,1,2,3,1979,Urban,Excellent,Yes,830343,No,0,None,None
721,3090,4,3,3,1906,Downtown,Fair,No,710709,No,0,None,None
722,1563,4,2,3,1915,Suburban,Poor,No,961848,Yes,39,Low,Outdoor
723,4824,1,3,3,1998,Downtown,Good,Yes,876395,No,0,None,None
724,3095,2,3,1,2021,Suburban,Excellent,Yes,450966,Yes,27,Medium,Outdoor
725,1419,4,2,2,1915,Urban,Poor,No,407073,Yes,40,Low,Outdoor
726,505,5,4,1,1939,Suburban,Good,Yes,727823,Yes,47,High,Outdoor
727,967,4,4,1,1911,Urban,Fair,No,649223,Yes,41,High,Indoor
728,4670,5,3,1,1934,Downtown,Excellent,No,764152,Yes,20,Medium,Outdoor
729,503,1,4,3,2012,Suburban,Poor,No,850118,Yes,34,Low,Indoor
730,1145,1,3,3,1920,Rural,Fair,No,549555,No,0,None,None
731,617,4,4,3,1949,Rural,Good,No,113528,Yes,42,Low,Outdoor
732,3428,3,3,2,1942,Downtown,Good,No,674099,Yes,47,High,Indoor
733,3051,5,4,3,1999,Suburban,Poor,Yes,558907,Yes,17,High,Indoor
734,4789,2,1,2,2011,Rural,Good,Yes,334931,No,0,None,None
735,1346,4,2,3,1916,Urban,Excellent,Yes,982280,No,0,None,None
736,3262,2,1,3,1931,Suburban,Poor,No,427757,Yes,20,Low,Indoor
737,1641,4,2,1,1940,Suburban,Fair,Yes,762787,No,0,None,None
738,2310,3,2,1,1905,Rural,Poor,No,834429,Yes,31,Low,Outdoor
739,1223,3,3,1,1987,Urban,Poor,No,154887,Yes,33,Low,Indoor
740,724,3,2,2,1926,Urban,Fair,No,111086,No,0,None,None
741,4708,3,1,2,1919,Urban,Good,No,938663,Yes,26,Low,Indoor
742,2548,1,1,3,1924,Suburban,Fair,Yes,305494,No,0,None,None
743,4915,1,4,2,1965,Downtown,Excellent,Yes,558889,No,0,None,None
744,2073,5,1,3,1908,Suburban,Good,Yes,637596,Yes,21,Low,Outdoor
745,2328,2,4,2,1991,Suburban,Poor,No,327941,Yes,41,Low,Indoor
746,2417,4,2,2,1952,Rural,Good,Yes,317446,No,0,None,None
747,4734,4,1,2,1960,Downtown,Good,Yes,506388,Yes,24,Medium,Outdoor
748,2526,1,2,1,1937,Urban,Excellent,Yes,612347,Yes,25,Low,Outdoor
749,4244,4,1,2,1902,Rural,Good,No,181980,Yes,31,High,Indoor
750,1401,1,1,1,1983,Suburban,Good,Yes,765612,No,0,None,None
751,2539,5,4,1,1969,Downtown,Good,No,523875,No,0,None,None
752,509,2,2,2,2002,Urban,Poor,Yes,193949,Yes,37,Medium,Indoor
753,760,5,1,3,1996,Urban,Good,No,326383,No,0,None,None
754,2173,3,3,3,1954,Suburban,Fair,Yes,77313,No,0,None,None
755,2719,3,2,3,1900,Urban,Good,Yes,92103,No,0,None,None
756,2560,3,2,2,2000,Urban,Excellent,Yes,229480,No,0,None,None
757,4213,5,2,3,1969,Downtown,Good,No,526467,No,0,None,None
758,2119,4,4,1,1944,Rural,Good,Yes,138771,Yes,29,Low,Outdoor
759,820,2,3,3,1997,Downtown,Poor,Yes,176228,Yes,42,High,Indoor
760,1842,3,2,2,1946,Rural,Fair,No,141665,Yes,19,Medium,Outdoor
761,2876,3,1,3,1978,Rural,Good,No,846966,No,0,None,None
762,3332,3,1,1,2008,Rural,Fair,No,879492,No,0,None,None
763,3324,2,4,2,1925,Urban,Excellent,No,853621,Yes,49,High,Outdoor
764,2494,3,1,3,2020,Downtown,Poor,Yes,964863,No,0,None,None
765,3458,2,2,2,1913,Urban,Fair,Yes,660355,Yes,41,Low,Outdoor
766,2538,3,1,2,2021,Suburban,Poor,No,847399,Yes,42,Low,Indoor
767,3990,5,2,2,1953,Downtown,Good,Yes,787351,Yes,11,Low,Outdoor
768,4177,5,1,3,1970,Rural,Excellent,No,901995,No,0,None,None
769,1618,2,3,2,1945,Urban,Poor,Yes,320804,No,0,None,None
770,2104,5,4,3,2021,Urban,Good,No,430815,Yes,42,Low,Indoor
771,4527,2,4,1,1930,Downtown,Fair,Yes,534091,Yes,42,Medium,Indoor
772,735,5,3,3,1987,Downtown,Excellent,No,179909,Yes,22,Medium,Indoor
773,2469,5,3,1,1958,Rural,Excellent,No,483039,Yes,39,High,Indoor
774,4929,2,4,3,1994,Rural,Fair,Yes,499058,No,0,None,None
775,2408,4,3,2,1928,Suburban,Fair,Yes,190688,No,0,None,None
776,875,5,2,3,2005,Rural,Excellent,Yes,125976,Yes,42,Low,Outdoor
777,4030,3,1,2,1995,Urban,Poor,No,807496,Yes,22,High,Indoor
778,3135,4,4,1,1916,Suburban,Excellent,Yes,229810,No,0,None,None
779,2070,2,3,3,1913,Suburban,Fair,No,325251,No,0,None,None
780,3060,4,2,2,2003,Suburban,Poor,Yes,766764,Yes,35,Medium,Outdoor
781,3891,1,4,1,1935,Downtown,Good,Yes,668470,Yes,31,Low,Outdoor
782,3465,1,3,1,1957,Rural,Excellent,No,817441,Yes,48,Low,Indoor
783,4143,5,4,3,2011,Suburban,Fair,No,928219,No,0,None,None
784,4350,5,3,1,1923,Downtown,Good,Yes,852386,No,0,None,None
785,1372,3,4,2,2008,Downtown,Excellent,No,329087,No,0,None,None
786,1752,4,2,1,1962,Suburban,Excellent,No,90725,Yes,11,Medium,Outdoor
787,1814,1,2,1,2017,Suburban,Poor,Yes,881866,Yes,47,Medium,Outdoor
788,3398,5,1,2,1990,Urban,Fair,No,922183,No,0,None,None
789,577,4,4,1,1924,Suburban,Good,Yes,584398,No,0,None,None
790,3121,5,1,1,1958,Urban,Excellent,Yes,548864,Yes,48,Medium,Indoor
791,4727,5,4,1,1931,Suburban,Poor,No,328606,No,0,None,None
792,1100,1,3,1,2015,Suburban,Good,Yes,391376,No,0,None,None
793,1565,1,3,2,1981,Rural,Good,No,759441,Yes,35,Medium,Outdoor
794,2636,5,1,1,2009,Suburban,Excellent,Yes,496015,No,0,None,None
795,2949,2,4,2,1917,Suburban,Good,No,640855,Yes,24,Medium,Outdoor
796,2843,5,1,1,1936,Urban,Excellent,No,532517,Yes,43,Low,Outdoor
797,2363,5,2,1,1925,Urban,Poor,No,756584,Yes,49,Medium,Outdoor
798,1818,3,1,1,1908,Rural,Poor,No,439569,Yes,20,Low,Indoor
799,4097,3,1,1,2023,Suburban,Good,No,892495,Yes,12,Low,Outdoor
800,4262,3,3,2,1998,Suburban,Excellent,Yes,163394,Yes,15,Medium,Outdoor
801,2690,2,1,2,1963,Urban,Fair,Yes,891672,Yes,18,Medium,Outdoor
802,1492,2,4,2,1971,Downtown,Poor,No,917784,No,0,None,None
803,3212,5,3,3,1919,Downtown,Excellent,Yes,198940,Yes,15,Low,Outdoor
804,2692,3,1,1,1953,Downtown,Excellent,No,393133,Yes,18,Medium,Indoor
805,1748,2,2,1,2005,Urban,Excellent,No,72222,No,0,None,None
806,3554,1,1,2,1985,Urban,Good,Yes,129794,No,0,None,None
807,4533,5,1,3,1982,Downtown,Fair,Yes,638212,No,0,None,None
808,2497,4,1,1,1929,Downtown,Good,No,674142,Yes,48,Medium,Outdoor
809,4187,5,3,2,1952,Suburban,Poor,No,914945,No,0,None,None
810,2651,4,4,1,1991,Urban,Good,No,834326,Yes,40,Medium,Indoor
811,4518,3,2,1,1998,Urban,Excellent,No,891081,Yes,41,High,Outdoor
812,3610,4,1,2,2006,Downtown,Good,No,415130,Yes,21,Low,Indoor
813,2470,3,4,2,1962,Downtown,Excellent,No,818103,Yes,17,High,Indoor
814,697,1,4,1,1910,Rural,Fair,Yes,920181,No,0,None,None
815,3126,4,3,1,1930,Urban,Good,No,283127,No,0,None,None
816,1702,5,2,2,1948,Rural,Good,No,554434,Yes,17,Medium,Indoor
817,2535,3,3,1,2011,Suburban,Good,Yes,191295,Yes,37,High,Indoor
818,977,5,4,1,2002,Rural,Excellent,No,229238,Yes,29,Medium,Indoor
819,1754,2,4,2,1999,Downtown,Excellent,No,89369,No,0,None,None
820,1422,3,4,1,1993,Urban,Good,Yes,922811,Yes,16,High,Outdoor
821,919,4,3,1,1986,Urban,Good,No,905824,Yes,20,Medium,Outdoor
822,2704,3,2,3,1918,Rural,Fair,Yes,849093,No,0,None,None
823,3097,5,1,2,1911,Rural,Fair,No,720951,No,0,None,None
824,1620,1,3,3,1914,Suburban,Poor,Yes,383862,Yes,29,High,Outdoor
825,3568,3,4,3,1930,Suburban,Fair,Yes,760595,No,0,None,None
826,1450,4,3,3,1942,Downtown,Fair,Yes,320114,No,0,None,None
827,2836,2,4,1,2000,Downtown,Fair,No,97922,Yes,25,High,Indoor
828,2743,1,1,1,1936,Downtown,Excellent,No,543614,No,0,None,None
829,3145,2,1,3,1978,Rural,Fair,Yes,867187,Yes,13,High,Outdoor
830,2357,3,2,3,1928,Rural,Fair,Yes,695214,No,0,None,None
831,2365,5,4,3,2013,Urban,Good,No,69416,Yes,15,Low,Indoor
832,3412,5,2,1,2006,Downtown,Excellent,No,63672,Yes,31,High,Indoor
833,3353,4,2,3,1925,Rural,Poor,No,526684,Yes,35,Low,Outdoor
834,3728,5,1,3,2007,Urban,Poor,No,178145,No,0,None,None
835,4219,1,3,2,1901,Downtown,Fair,No,752356,Yes,12,Medium,Outdoor
836,3728,5,3,2,1983,Suburban,Poor,Yes,910527,No,0,None,None
837,2871,4,2,1,1914,Suburban,Poor,No,50064,Yes,23,High,Indoor
838,3391,3,1,2,2015,Rural,Poor,Yes,118835,Yes,20,Medium,Indoor
839,4256,3,4,2,1903,Urban,Fair,No,251457,No,0,None,None
840,4725,5,3,2,1985,Suburban,Poor,Yes,973143,Yes,27,Medium,Outdoor
841,594,2,2,1,1949,Urban,Fair,Yes,297795,Yes,21,High,Outdoor
842,3174,3,3,2,1937,Urban,Good,No,454271,No,0,None,None
843,2455,5,3,1,1922,Suburban,Good,Yes,399738,Yes,32,Low,Outdoor
844,1293,4,4,3,1958,Urban,Poor,Yes,996931,Yes,21,High,Outdoor
845,2334,5,1,2,1989,Suburban,Good,Yes,691204,Yes,22,Medium,Indoor
846,2616,3,4,1,2014,Rural,Fair,Yes,956740,Yes,34,Medium,Outdoor
847,4606,4,1,2,1974,Downtown,Good,No,918948,No,0,None,None
848,3825,5,3,3,1927,Downtown,Poor,Yes,901098,No,0,None,None
849,3419,1,2,1,2019,Rural,Fair,No,245346,Yes,28,High,Outdoor
850,3097,4,4,1,1965,Suburban,Excellent,Yes,954726,No,0,None,None
851,3705,1,1,1,2022,Suburban,Fair,No,323010,Yes,45,Low,Outdoor
852,1314,2,3,3,1907,Suburban,Good,No,53889,No,0,None,None
853,845,4,1,3,1928,Suburban,Excellent,No,168194,Yes,17,Low,Indoor
854,2849,1,1,3,1910,Rural,Fair,Yes,174714,Yes,38,Medium,Indoor
855,862,3,1,1,2000,Downtown,Excellent,No,605623,Yes,41,Medium,Indoor
856,2943,3,3,3,1917,Urban,Excellent,No,100547,Yes,27,Low,Indoor
857,2765,2,2,2,1954,Urban,Excellent,Yes,207234,Yes,15,High,Outdoor
858,2688,4,2,3,1949,Downtown,Fair,No,794809,Yes,27,Medium,Indoor
859,3505,4,2,1,1913,Rural,Good,Yes,730047,No,0,None,None
860,3781,4,1,2,2017,Urban,Fair,Yes,935188,Yes,28,Low,Outdoor
861,1484,2,3,3,1973,Downtown,Good,No,323139,No,0,None,None
862,2139,4,1,2,1998,Rural,Fair,Yes,499704,Yes,31,Medium,Outdoor
863,1327,3,2,2,1908,Urban,Fair,Yes,52631,No,0,None,None
864,3230,1,2,1,1998,Suburban,Fair,Yes,187039,No,0,None,None
865,4031,3,3,2,1910,Suburban,Good,No,924726,No,0,None,None
866,4951,3,1,2,1962,Rural,Fair,Yes,399422,Yes,46,High,Outdoor
867,3435,1,4,1,2007,Suburban,Excellent,Yes,638759,Yes,41,Low,Outdoor
868,4376,3,4,1,1975,Rural,Fair,Yes,349260,No,0,None,None
869,626,2,2,1,1966,Downtown,Excellent,No,928548,Yes,12,Medium,Indoor
870,3677,1,3,2,1952,Downtown,Poor,Yes,477443,No,0,None,None
871,3556,3,1,2,1938,Urban,Poor,No,707302,Yes,37,High,Indoor
872,1103,5,1,2,1977,Rural,Good,Yes,621952,No,0,None,None
873,3949,3,2,1,1955,Urban,Good,No,733429,No,0,None,None
874,4646,2,2,3,1927,Urban,Poor,No,137342,Yes,19,Medium,Indoor
875,4033,4,1,2,1974,Downtown,Fair,No,64407,No,0,None,None
876,3867,3,1,3,1938,Urban,Fair,Yes,163926,Yes,44,High,Outdoor
877,3868,4,2,1,1924,Suburban,Fair,Yes,371345,No,0,None,None
878,4297,5,1,2,1920,Urban,Poor,Yes,916525,No,0,None,None
879,2292,3,4,3,1909,Rural,Excellent,No,497564,Yes,38,High,Outdoor
880,3361,1,2,2,1942,Suburban,Good,Yes,787341,Yes,24,Low,Outdoor
881,3976,4,1,2,1914,Downtown,Excellent,Yes,592166,Yes,42,High,Outdoor
882,3917,5,2,2,1982,Rural,Poor,No,133100,No,0,None,None
883,2145,1,3,3,1947,Suburban,Excellent,Yes,915061,Yes,16,Medium,Outdoor
884,1705,1,2,1,1985,Rural,Fair,Yes,498636,No,0,None,None
885,3530,1,2,2,1920,Suburban,Fair,No,544308,No,0,None,None
886,3372,1,3,1,1959,Rural,Excellent,No,273059,Yes,21,High,Indoor
887,3572,3,4,1,2015,Rural,Poor,Yes,617456,Yes,39,High,Outdoor
888,2354,3,1,3,2007,Suburban,Excellent,No,300396,No,0,None,None
889,4521,3,3,3,1995,Downtown,Fair,Yes,824769,No,0,None,None
890,3208,5,2,1,1949,Downtown,Fair,Yes,367006,Yes,30,Low,Indoor
891,4002,5,1,2,1922,Rural,Poor,Yes,78004,Yes,40,High,Outdoor
892,1832,5,3,3,1912,Rural,Excellent,Yes,856903,Yes,33,High,Outdoor
893,701,2,1,2,1968,Downtown,Fair,Yes,574252,Yes,29,Medium,Indoor
894,4007,5,1,2,1903,Downtown,Fair,No,666108,Yes,46,Low,Indoor
895,4712,3,3,2,1991,Urban,Excellent,No,241239,No,0,None,None
896,1074,3,1,1,1977,Downtown,Excellent,Yes,676517,No,0,None,None
897,1036,2,4,2,1971,Rural,Good,No,527044,No,0,None,None
898,2125,2,3,1,1908,Suburban,Poor,No,901740,No,0,None,None
899,2622,5,4,1,2020,Downtown,Poor,Yes,396113,Yes,13,Low,Outdoor
900,885,4,2,2,2014,Urban,Excellent,No,64568,Yes,37,Low,Outdoor
901,3781,2,1,2,1934,Urban,Poor,No,583754,Yes,29,High,Outdoor
902,974,1,2,2,2000,Urban,Fair,Yes,272129,No,0,None,None
903,917,3,2,2,1920,Suburban,Excellent,Yes,631612,No,0,None,None
904,4100,1,1,1,1957,Downtown,Excellent,Yes,938640,Yes,33,Low,Outdoor
905,1454,3,3,2,1917,Downtown,Excellent,Yes,196539,Yes,41,High,Indoor
906,1705,3,1,2,1996,Downtown,Good,Yes,650243,No,0,None,None
907,4620,2,2,1,1971,Suburban,Poor,Yes,197748,No,0,None,None
908,2490,2,2,3,2014,Suburban,Good,Yes,144791,Yes,45,High,Outdoor
909,4072,1,3,3,2012,Rural,Fair,No,736874,Yes,43,Medium,Indoor
910,4880,3,1,1,1980,Urban,Poor,Yes,945150,No,0,None,None
911,4658,1,2,3,1942,Urban,Good,No,596938,Yes,45,Medium,Outdoor
912,3213,4,4,1,1994,Downtown,Excellent,No,400434,Yes,11,Medium,Indoor
913,2703,1,2,2,1997,Suburban,Good,Yes,127701,Yes,24,Medium,Indoor
914,3620,5,2,2,1905,Suburban,Excellent,No,847115,No,0,None,None
915,1466,1,3,3,1985,Downtown,Good,No,279164,No,0,None,None
916,3932,5,4,2,1977,Downtown,Good,No,503035,No,0,None,None
917,1188,5,2,3,1966,Rural,Good,Yes,655266,No,0,None,None
918,4743,5,2,3,1911,Urban,Excellent,No,579148,No,0,None,None
919,4201,4,4,2,1999,Urban,Good,No,709089,No,0,None,None
920,841,1,1,2,1911,Urban,Poor,Yes,605639,No,0,None,None
921,2224,1,1,3,2008,Rural,Poor,No,555920,Yes,43,Medium,Outdoor
922,4922,4,2,2,1965,Downtown,Poor,No,374888,Yes,45,High,Indoor
923,2292,3,2,1,1901,Downtown,Excellent,No,729706,Yes,15,High,Outdoor
924,2259,2,1,2,1914,Urban,Excellent,No,956630,Yes,48,Low,Indoor
925,3712,1,3,2,1922,Urban,Poor,No,910587,Yes,21,High,Outdoor
926,1489,2,4,1,1928,Rural,Poor,Yes,171449,Yes,12,High,Indoor
927,2762,4,4,2,1980,Suburban,Poor,No,650988,Yes,27,Medium,Outdoor
928,2982,3,3,2,1995,Suburban,Fair,Yes,809774,No,0,None,None
929,1451,3,3,3,1906,Urban,Poor,No,843387,No,0,None,None
930,1222,3,3,2,1993,Rural,Good,Yes,307571,Yes,49,High,Outdoor
931,3889,4,3,2,1927,Urban,Fair,Yes,513506,Yes,30,Medium,Indoor
932,2579,5,3,1,1913,Suburban,Fair,Yes,487509,No,0,None,None
933,3217,5,3,3,1943,Urban,Excellent,No,766696,Yes,24,Low,Indoor
934,2832,2,4,3,1929,Suburban,Good,No,858094,Yes,42,Low,Indoor
935,3876,5,3,3,1980,Suburban,Excellent,No,580696,No,0,None,None
936,2000,5,1,2,1931,Suburban,Excellent,No,745763,Yes,44,High,Indoor
937,785,3,3,3,2009,Downtown,Good,No,313369,No,0,None,None
938,3995,3,3,1,1969,Downtown,Excellent,Yes,979700,Yes,35,Low,Outdoor
939,2565,2,4,3,2014,Urban,Good,Yes,513002,No,0,None,None
940,1268,1,4,1,1987,Suburban,Good,Yes,196444,No,0,None,None
941,3557,2,3,3,1905,Downtown,Excellent,No,831608,No,0,None,None
942,4789,2,4,3,1926,Urban,Poor,No,591567,Yes,17,High,Indoor
943,2661,4,2,1,1981,Urban,Excellent,Yes,160401,No,0,None,None
944,3793,4,4,3,1987,Urban,Fair,No,276801,Yes,45,Low,Outdoor
945,1446,2,4,3,2000,Urban,Excellent,No,821668,Yes,39,Medium,Indoor
946,3835,2,4,3,2019,Urban,Good,Yes,553575,Yes,32,Medium,Outdoor
947,4650,2,4,2,1923,Rural,Fair,Yes,928836,Yes,23,Medium,Outdoor
948,1981,5,1,1,2001,Suburban,Good,No,219259,No,0,None,None
949,2401,4,1,3,1933,Urban,Poor,No,297145,No,0,None,None
950,3951,2,1,1,1939,Rural,Poor,Yes,360625,Yes,23,Medium,Outdoor
951,4564,3,3,1,1946,Suburban,Fair,No,733835,Yes,11,High,Outdoor
952,554,3,3,1,1978,Downtown,Poor,Yes,94552,No,0,None,None
953,2323,5,2,3,1974,Urban,Poor,Yes,249041,Yes,46,Low,Indoor
954,3962,5,1,3,1985,Rural,Excellent,Yes,257606,No,0,None,None
955,3579,1,3,1,2017,Downtown,Excellent,No,804965,Yes,14,High,Indoor
956,1332,1,4,2,1923,Rural,Poor,Yes,836157,Yes,47,Medium,Outdoor
957,4908,1,4,1,1964,Suburban,Poor,Yes,450074,No,0,None,None
958,3306,5,1,2,1917,Suburban,Excellent,No,779846,Yes,23,High,Indoor
959,2990,5,2,1,1943,Downtown,Poor,Yes,124474,No,0,None,None
960,827,5,2,1,1975,Rural,Poor,No,337312,Yes,48,Low,Indoor
961,3810,3,4,1,1956,Urban,Good,No,606387,Yes,34,High,Outdoor
962,3800,5,2,3,2006,Urban,Poor,No,252252,Yes,29,Low,Indoor
963,4175,3,1,2,1927,Downtown,Fair,Yes,814742,No,0,None,None
964,3554,1,4,2,2003,Downtown,Good,Yes,373599,Yes,11,High,Indoor
965,2643,1,3,1,2023,Downtown,Fair,No,628528,Yes,48,Low,Indoor
966,1811,1,3,3,1970,Rural,Poor,No,386940,Yes,15,Low,Outdoor
967,3691,2,2,3,1922,Urban,Excellent,No,891024,Yes,26,Medium,Indoor
968,3038,2,4,2,1984,Urban,Good,Yes,835034,No,0,None,None
969,4483,4,4,3,1933,Urban,Excellent,No,434325,No,0,None,None
970,664,4,3,2,1910,Downtown,Good,No,302051,Yes,34,Low,Outdoor
971,4777,4,4,2,1985,Urban,Excellent,No,151611,No,0,None,None
972,1322,2,4,2,2005,Suburban,Good,Yes,632334,Yes,37,Medium,Indoor
973,1443,2,4,3,1934,Downtown,Good,No,824756,Yes,11,Medium,Indoor
974,4925,4,2,2,2015,Urban,Fair,Yes,66488,Yes,44,Medium,Indoor
975,1274,4,4,2,1992,Rural,Excellent,Yes,239913,No,0,None,None
976,2698,5,1,1,1941,Downtown,Fair,No,430665,No,0,None,None
977,3656,4,2,2,1927,Suburban,Fair,No,967899,No,0,None,None
978,4742,5,4,2,2022,Suburban,Excellent,No,758029,No,0,None,None
979,4195,3,4,1,1981,Rural,Good,Yes,716205,No,0,None,None
980,3952,2,1,1,1977,Rural,Fair,Yes,741419,No,0,None,None
981,1414,4,2,3,1981,Downtown,Excellent,Yes,68394,No,0,None,None
982,1808,2,3,2,1991,Downtown,Good,No,930425,No,0,None,None
983,4677,2,3,3,1923,Suburban,Fair,Yes,226978,No,0,None,None
984,1013,2,2,3,1907,Rural,Fair,No,109332,Yes,46,High,Outdoor
985,2420,3,4,1,2005,Downtown,Fair,No,218377,No,0,None,None
986,4094,1,4,3,2017,Suburban,Good,No,92628,No,0,None,None
987,1909,4,3,2,2008,Rural,Fair,Yes,857784,No,0,None,None
988,3690,1,3,1,1952,Suburban,Good,Yes,529898,No,0,None,None
989,4991,1,3,2,1971,Urban,Poor,Yes,919403,No,0,None,None
990,2055,1,1,2,1903,Rural,Fair,No,101993,No,0,None,None
991,1304,2,3,1,1990,Downtown,Poor,Yes,220458,No,0,None,None
992,1779,5,1,2,1999,Downtown,Excellent,Yes,939459,No,0,None,None
993,4077,2,2,1,1904,Urban,Fair,No,500281,No,0,None,None
994,3401,2,4,2,1996,Rural,Excellent,No,956644,No,0,None,None
995,1887,1,3,1,1948,Suburban,Excellent,Yes,528720,No,0,None,None
996,3261,2,4,3,1997,Downtown,Excellent,No,556357,Yes,14,High,Outdoor
997,3179,1,4,2,1929,Urban,Poor,Yes,58539,Yes,10,High,Indoor
998,2606,5,3,1,1971,Urban,Good,No,182335,No,0,None,None
999,4723,4,3,2,2002,Rural,Poor,No,456521,No,0,None,None
1000,3268,1,2,2,1962,Rural,Poor,Yes,890249,Yes,49,High,Outdoor
1001,4453,5,1,2,1946,Downtown,Excellent,No,991902,No,0,None,None
1002,3686,4,1,1,1925,Urban,Fair,No,290310,Yes,21,Low,Indoor
1003,3780,3,4,3,1956,Suburban,Good,No,256873,Yes,45,Low,Outdoor
1004,3073,1,3,3,1936,Urban,Excellent,Yes,361251,Yes,32,High,Outdoor
1005,3099,1,2,3,1997,Suburban,Good,No,999656,Yes,40,Low,Indoor
1006,4533,3,2,1,1906,Suburban,Poor,No,536476,Yes,20,Low,Indoor
1007,736,3,2,3,1939,Downtown,Good,Yes,998128,No,0,None,None
1008,1804,1,2,1,1991,Urban,Good,Yes,965672,Yes,19,Medium,Indoor
1009,3930,3,2,2,1938,Suburban,Fair,No,411799,No,0,None,None
1010,1801,2,1,2,1961,Rural,Excellent,No,630420,No,0,None,None
1011,3041,4,1,3,2002,Suburban,Good,No,962133,Yes,12,Medium,Indoor
1012,2551,4,1,1,1991,Rural,Good,Yes,155494,Yes,23,Medium,Outdoor
1013,941,4,3,2,1977,Rural,Poor,No,889411,No,0,None,None
1014,2576,2,4,1,1952,Urban,Poor,Yes,894445,Yes,25,Medium,Outdoor
1015,3680,3,2,1,2013,Rural,Good,Yes,275997,Yes,19,Low,Outdoor
1016,3157,5,3,2,2001,Suburban,Excellent,No,638085,No,0,None,None
1017,4298,3,2,1,1903,Rural,Good,No,101798,No,0,None,None
1018,1304,1,1,2,2005,Urban,Good,Yes,722010,Yes,38,High,Indoor
1019,574,4,3,2,1981,Downtown,Fair,No,469230,No,0,None,None
1020,2675,3,1,2,2007,Suburban,Excellent,No,650709,Yes,19,Low,Indoor
1021,4424,5,2,1,2011,Suburban,Fair,Yes,319578,Yes,21,Low,Outdoor
1022,2589,1,2,2,1924,Urban,Excellent,No,866460,Yes,39,Low,Indoor
1023,540,2,4,1,1906,Urban,Excellent,Yes,640846,No,0,None,None
1024,2581,2,2,2,2001,Urban,Excellent,No,860763,No,0,None,None
1025,2122,5,1,2,1927,Urban,Fair,Yes,117573,No,0,None,None
1026,841,1,2,3,1968,Suburban,Fair,Yes,703761,No,0,None,None
1027,4552,4,4,3,1966,Downtown,Fair,No,517508,No,0,None,None
1028,2574,3,4,3,2007,Rural,Poor,Yes,227398,Yes,10,Medium,Outdoor
1029,1145,1,1,1,1994,Rural,Fair,Yes,395123,Yes,14,Medium,Outdoor
1030,4763,2,3,1,2010,Downtown,Poor,No,840555,Yes,29,Medium,Outdoor
1031,1109,5,2,2,2005,Downtown,Poor,No,328747,Yes,17,High,Outdoor
1032,954,5,4,2,2021,Downtown,Poor,No,378085,No,0,None,None
1033,3453,3,2,2,1919,Urban,Good,Yes,92597,Yes,21,Low,Outdoor
1034,2208,5,2,2,1982,Suburban,Good,Yes,768598,No,0,None,None
1035,3972,5,3,1,2011,Suburban,Good,Yes,920670,Yes,10,High,Indoor
1036,3469,1,4,2,2023,Suburban,Poor,No,485935,No,0,None,None
1037,3528,4,2,2,1910,Urban,Poor,Yes,797146,No,0,None,None
1038,3181,3,4,3,2003,Suburban,Excellent,Yes,353895,Yes,29,Medium,Indoor
1039,4129,1,1,2,1966,Urban,Poor,No,962894,Yes,37,High,Indoor
1040,4725,4,1,2,1986,Suburban,Good,Yes,136978,Yes,46,Low,Outdoor
1041,3567,1,2,2,1906,Downtown,Poor,No,329837,Yes,46,Low,Outdoor
1042,1886,1,4,1,1922,Rural,Poor,No,532757,No,0,None,None
1043,4276,5,2,3,1960,Rural,Excellent,No,218769,Yes,21,Medium,Outdoor
1044,3366,4,4,2,1970,Urban,Poor,Yes,406668,Yes,46,Medium,Outdoor
1045,3863,3,4,2,2009,Suburban,Fair,Yes,410013,No,0,None,None
1046,4624,3,3,3,1933,Rural,Excellent,Yes,735352,Yes,37,High,Indoor
1047,648,4,3,2,2005,Downtown,Poor,No,375969,Yes,24,Medium,Indoor
1048,4350,5,3,1,1918,Downtown,Poor,No,714882,Yes,15,Medium,Outdoor
1049,2558,2,2,2,1957,Downtown,Excellent,No,442619,Yes,29,Low,Outdoor
1050,1636,1,3,1,1908,Urban,Poor,Yes,881838,Yes,23,Medium,Outdoor
